瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C)
156,堡林,2020-08-16,28.3
156,堡林,2020-08-17,28.6
156,堡林,2020-08-18,28.6
156,堡林,2020-08-19,28.2
156,堡林,2020-08-20,28.2
156,堡林,2020-08-21,27.9
156,堡林,2020-08-22,27.2
156,堡林,2020-08-23,27.4
156,堡林,2020-08-24,28.3
156,堡林,2020-08-25,29
156,堡林,2020-08-26,27.6
156,堡林,2020-08-27,28.4
156,堡林,2020-08-28,28.4
156,堡林,2020-08-29,27.1
156,堡林,2020-08-30,28.4
156,堡林,2020-08-31,27.2
156,堡林,2020-09-01,26.7
156,堡林,2020-09-02,24.9
156,堡林,2020-09-03,23.6
156,堡林,2020-09-04,24.1
156,堡林,2020-09-05,22
156,堡林,2020-09-06,20.6
156,堡林,2020-09-07,20.1
156,堡林,2020-09-08,24.1
156,堡林,2020-09-09,21.6
156,堡林,2020-09-10,22.8
156,堡林,2020-09-11,20.2
156,堡林,2020-09-12,21.4
156,堡林,2020-09-13,20.7
156,堡林,2020-09-14,22.3
156,堡林,2020-09-15,22.7
156,堡林,2020-09-16,22.1
156,堡林,2020-09-17,20.7
156,堡林,2020-09-18,19.9
156,堡林,2020-09-19,19.9
156,堡林,2020-09-20,19.1
156,堡林,2020-09-21,18.9
156,堡林,2020-09-22,18.4
156,堡林,2020-09-23,18.8
156,堡林,2020-09-24,21.2
156,堡林,2020-09-25,21.3
156,堡林,2020-09-26,20.9
156,堡林,2020-09-27,21
156,堡林,2020-09-28,19.9
156,堡林,2020-09-29,19.5
156,堡林,2020-09-30,19.3
156,堡林,2020-10-01,20.3
156,堡林,2020-10-02,20.8
156,堡林,2020-10-03,20.7
156,堡林,2020-10-04,18.3
156,堡林,2020-10-05,15.3
156,堡林,2020-10-06,15.9
156,堡林,2020-10-07,17.7
156,堡林,2020-10-08,18.2
156,堡林,2020-10-09,17.6
156,堡林,2020-10-10,18.2
156,堡林,2020-10-11,18.7
156,堡林,2020-10-12,17.8
156,堡林,2020-10-13,14.8
156,堡林,2020-10-14,14.8
156,堡林,2020-10-15,15
156,堡林,2020-10-16,13.8
156,堡林,2020-10-17,14.3
156,堡林,2020-10-18,15
156,堡林,2020-10-19,15.6
156,堡林,2020-10-20,16.2
156,堡林,2020-10-21,14.4
156,堡林,2020-10-22,13.7
156,堡林,2020-10-23,12
156,堡林,2020-10-24,11.5
156,堡林,2020-10-25,12.9
156,堡林,2020-10-26,13.4
156,堡林,2020-10-27,14.6
156,堡林,2020-10-28,15.1
156,堡林,2020-10-29,12.2
156,堡林,2020-10-30,12.8
156,堡林,2020-10-31,13.6
156,堡林,2020-11-01,12.4
156,堡林,2020-11-02,13.1
156,堡林,2020-11-03,8.8
156,堡林,2020-11-04,7.9
156,堡林,2020-11-05,10
156,堡林,2020-11-06,12.7
156,堡林,2020-11-07,13.4
156,堡林,2020-11-08,10.5
156,堡林,2020-11-09,8.6
156,堡林,2020-11-10,9.7
156,堡林,2020-11-11,10.6
156,堡林,2020-11-12,11.5
156,堡林,2020-11-13,11.7
156,堡林,2020-11-14,13.2
156,堡林,2020-11-15,13.7
156,堡林,2020-11-16,14.5
156,堡林,2020-11-17,16.6
156,堡林,2020-11-18,19.7
156,堡林,2020-11-19,17.4
156,堡林,2020-11-20,9
156,堡林,2020-11-21,10
156,堡林,2020-11-22,9.5
156,堡林,2020-11-23,5.9
156,堡林,2020-11-24,6.9
156,堡林,2020-11-25,8.1
156,堡林,2020-11-26,9.1
156,堡林,2020-11-27,7.7
156,堡林,2020-11-28,5.1
156,堡林,2020-11-29,4.5
156,堡林,2020-11-30,4.4
156,堡林,2020-12-01,4.3
156,堡林,2020-12-02,5.3
156,堡林,2020-12-03,4.3
156,堡林,2020-12-04,3.3
156,堡林,2020-12-05,4.5
156,堡林,2020-12-06,5.1
156,堡林,2020-12-07,5.1
156,堡林,2020-12-08,3.4
156,堡林,2020-12-09,3.9
156,堡林,2020-12-10,6.5
156,堡林,2020-12-11,7
156,堡林,2020-12-12,6.6
156,堡林,2020-12-13,3.5
156,堡林,2020-12-14,-1.5
156,堡林,2020-12-15,-2.7
156,堡林,2020-12-16,-2.2
156,堡林,2020-12-17,-.3
156,堡林,2020-12-18,1.7
156,堡林,2020-12-19,-.6
156,堡林,2020-12-20,.9
156,堡林,2020-12-21,1.2
156,堡林,2020-12-22,2.6
156,堡林,2020-12-23,3.9
156,堡林,2020-12-24,5.1
156,堡林,2020-12-25,2.7
156,堡林,2020-12-26,3.9
156,堡林,2020-12-27,5.2
156,堡林,2020-12-28,5.8
156,堡林,2020-12-29,3.3
156,堡林,2020-12-30,-5.1
156,堡林,2020-12-31,-4.3
156,堡林,2021-01-01,-.6
156,堡林,2021-01-02,-.3
156,堡林,2021-01-03,-.6
156,堡林,2021-01-04,1.2
156,堡林,2021-01-05,-.2
156,堡林,2021-01-06,-2.4
156,堡林,2021-01-07,-8.4
156,堡林,2021-01-08,-9.9
156,堡林,2021-01-09,-7.6
156,堡林,2021-01-10,-5.1
156,堡林,2021-01-11,-2.1
156,堡林,2021-01-12,-.5
156,堡林,2021-01-13,4.3
156,堡林,2021-01-14,6.6
156,堡林,2021-01-15,7.9
156,堡林,2021-01-16,.3
156,堡林,2021-01-17,-1.5
156,堡林,2021-01-18,.6
156,堡林,2021-01-19,-1.3
156,堡林,2021-01-20,3.2
156,堡林,2021-01-21,7.6
156,堡林,2021-01-22,9.4
156,堡林,2021-01-23,9.3
156,堡林,2021-01-24,8.8
156,堡林,2021-01-25,8.8
156,堡林,2021-01-26,6.5
156,堡林,2021-01-27,5.1
156,堡林,2021-01-28,.7
156,堡林,2021-01-29,-3.2
156,堡林,2021-01-30,1.8
156,堡林,2021-01-31,6.2
156,堡林,2021-02-01,8.3
156,堡林,2021-02-02,-1
156,堡林,2021-02-03,.3
156,堡林,2021-02-04,1.6
156,堡林,2021-02-05,2.8
156,堡林,2021-02-06,5.7
156,堡林,2021-02-07,7.4
156,堡林,2021-02-08,.3
156,堡林,2021-02-09,1.7
156,堡林,2021-02-10,4
156,堡林,2021-02-11,6.4
156,堡林,2021-02-12,9.3
156,堡林,2021-02-13,10.6
156,堡林,2021-02-14,10.9
156,堡林,2021-02-15,3.9
156,堡林,2021-02-16,.4
156,堡林,2021-02-17,-4.5
156,堡林,2021-02-18,-2.2
156,堡林,2021-02-19,3.8
156,堡林,2021-02-20,10.6
156,堡林,2021-02-21,13
156,堡林,2021-02-22,10.5
156,堡林,2021-02-23,3.6
156,堡林,2021-02-24,3.9
156,堡林,2021-02-25,4.7
156,堡林,2021-02-26,9.7
156,堡林,2021-02-27,9.4
156,堡林,2021-02-28,8.9
156,堡林,2021-03-01,11.5
156,堡林,2021-03-02,4.7
156,堡林,2021-03-03,6.2
156,堡林,2021-03-04,6.9
156,堡林,2021-03-05,10.7
156,堡林,2021-03-06,10.4
156,堡林,2021-03-07,8.7
156,堡林,2021-03-08,8.6
156,堡林,2021-03-09,8.6
156,堡林,2021-03-10,10.6
156,堡林,2021-03-11,11.8
156,堡林,2021-03-12,9.2
156,堡林,2021-03-13,9.6
156,堡林,2021-03-14,9.8
156,堡林,2021-03-15,12.3
156,堡林,2021-03-16,11.3
156,堡林,2021-03-17,9.7
156,堡林,2021-03-18,11.7
156,堡林,2021-03-19,13.9
156,堡林,2021-03-20,9.7
156,堡林,2021-03-21,6.8
156,堡林,2021-03-22,7.5
156,堡林,2021-03-23,10.1
156,堡林,2021-03-24,11.8
156,堡林,2021-03-25,13.3
156,堡林,2021-03-26,14.8
156,堡林,2021-03-27,14.7
156,堡林,2021-03-28,12.4
156,堡林,2021-03-29,13.1
156,堡林,2021-03-30,14
156,堡林,2021-03-31,15.3
156,堡林,2021-04-01,16.7
156,堡林,2021-04-02,18.7
156,堡林,2021-04-03,16.8
156,堡林,2021-04-04,11
